Shopify SKU,Supplier SKU,UPC,Model Number,Product Type,Manufacturer Weblink,Cost,Shipping Fee,List Price,Lowest Price,Lowest Price Link,MAP Price,MSRP,Notes,Shipping Length,Shipping Width,Shipping Height,Shipping Weight,Shipping Class,Shipping NMFC,Shipping Sub,Shipping Additional Info,Shipping Method
203004W,203004W,,EDC1430AW-6,Desiccator Cabinets,https://mechmaxx.com/products/20-60-rh-electronic-dry-cabinet-1430l-esd-desiccator-cabinet-low-humidity-storage-white-edc1430aw-6?_pos=1&_sid=9e2836708&_ss=r,2599,,3399,3399,,3399,3399,,51,31,80,477,125,,,,
203013W,203013W,,EDC210CW,Desiccator Cabinets,https://mechmaxx.com/products/1-10-rh-electronic-dry-cabinet-210l-esd-desiccator-cabinet-ultra-low-humidity-storage-white-edc210cw?_pos=1&_sid=1c13e06e1&_ss=r,1199,,1599,1599,,1599,1599,,28,31,33,146,,,,,
203005W,203005W,,EDC320CW,Desiccator Cabinets,https://mechmaxx.com/products/1-10-rh-electronic-dry-cabinet-320l-esd-desiccator-cabinet-ultra-low-humidity-storage-white-edc320cw?_pos=1&_sid=9c1f8986d&_ss=r,1599,,2099,2099,,2099,2099,,40,22,47,209,100,,,,
203006W,203006W,,EDC540CW,Desiccator Cabinets,https://mechmaxx.com/products/1-10-rh-electronic-dry-cabinet-540l-esd-desiccator-cabinet-ultra-low-humidity-storage-white-edc540cw?_pos=1&_sid=3d29ae6a3&_ss=r,1899,,2599,2599,,2599,2599,,28,31,66,249,125,,,,
203011W,203011W,,EDC730CW,Desiccator Cabinets,https://mechmaxx.com/products/1-10-rh-electronic-dry-cabinet-730l-esd-desiccator-cabinet-ultra-low-humidity-storage-white-edc730cw?_pos=1&_sid=c5a815360&_ss=r,2199,,2899,2899,,2899,2899,,28,31,79,306,125,,,,
203007W,203007W,,EDC880CW,Desiccator Cabinets,https://mechmaxx.com/products/1-10-rh-electronic-dry-cabinet-880l-esd-desiccator-cabinet-ultra-low-humidity-storage-white-edc880cw?_pos=1&_sid=67ba30068&_ss=r,2399,,3099,3099,,3099,3099,,40,28,81,380,125,,,,
203008W,203008W,,EDC1430CW-6,Desiccator Cabinets,https://mechmaxx.com/products/1-10-rh-electronic-dry-cabinet-1430l-esd-desiccator-cabinet-ultra-low-humidity-storage-white-edc1430cw-6?_pos=1&_sid=2bc38b65d&_ss=r,2899,,3699,3699,,3699,3699,,51,31,80,492,125,,,,
203009W,203009W,,NC1430BW-6,Desiccator Cabinets,https://mechmaxx.com/products/1-60-rh-nitrogen-dry-cabinet-1430l-esd-desiccator-cabinet-low-humidity-storage-white-nc1430bw-6?_pos=1&_sid=2dfd2c36e&_ss=r,2999,,3899,3899,,3899,3899,Sold Out,55,31,80,486,125,,,,
203009SS,203009SS,,NC1430BSS-6,Desiccator Cabinets,https://mechmaxx.com/products/1-60-rh-nitrogen-dry-cabinet-1430l-desiccator-cabinet-low-humidity-storage-stainless-steel-nc1430bss-6?_pos=1&_sid=5ea6635e4&_ss=r,3899,,4999,4999,,4999,4999,Sold Out,55,33,80,530,125,,,,
205001H,205001H,,TR60H,Tamping Rammers,https://mechmaxx.com/products/reversible-plate-compactor-pc180h?_pos=1&_sid=d7a3ac769&_ss=r,1469,,2899,2899,,2899,2899,,30,16,47,183,85,,,,
205002L,205002L,,TR90L,Tamping Rammers,https://mechmaxx.com/products/tamping-rammer-tr90l?_pos=1&_sid=0889e4ba2&_ss=r,1169,,1299,1299,,1299,1299,,32,20,47,232,,,,,
205003H,205003H,,TR75H,Tamping Rammers,https://mechmaxx.com/products/tamping-rammer-tr75h?_pos=2&_sid=422f5eb21&_ss=r,1869,,2499,2499,,2499,2499,,32,18,47,213,85,,,,
205004H,205004H,,PC80H,Compactors,https://mechmaxx.com/products/plate-compactor-pc80h?_pos=2&_sid=3e6360e57&_ss=r,1169,,1499,1499,,1499,1499,,,,,,,,,,
205004Z,205004Z,,PC80Z,Compactors,https://mechmaxx.com/products/plate-compactor-pc80z?_pos=2&_sid=de2794d1a&_ss=r,859,,899,899,,899,899,,33,21,29,207,70,,,,
205007H,205007H,,PC180H,Compactors,https://mechmaxx.com/products/reversible-plate-compactor-pc180h?_pos=1&_sid=591e63496&_ss=r,2199,,2899,2899,,2899,2899,,33,22,42,461,65,,,,
205007Z,205007Z,,PC180Z,Compactors,https://mechmaxx.com/products/reversible-plate-compactor-pc180z?_pos=1&_sid=ed73f0c1e&_ss=r,1799,,2099,2099,,2099,2099,,33,22,42,458,65,,,,
205008H,205008H,,FS350H,Concrete Floor Saws,https://mechmaxx.com/products/walk-behind-saw-fs350h?_pos=1&_sid=56f395ea3&_ss=r,1199,,1499,1499,,1499,1499,,36,21,39,228,85,,,,
205008Z,205008Z,,FS350Z,Concrete Floor Saws,https://mechmaxx.com/products/walk-behind-saw-fs350z?_pos=2&_sid=a5d9f6223&_ss=r,949,,1079,1079,,999,999,,36,21,39,226,,,,,
205009H,205009H,,FS480H,Concrete Floor Saws,https://mechmaxx.com/products/walk-behind-saw-fs480h?_pos=1&_sid=652db32d2&_ss=r,1799,,2399,2399,,2399,2399,,45,27,42,321,,,,,
205009Z,205009Z,,FS480Z,Concrete Floor Saws,https://mechmaxx.com/products/walk-behind-saw-fs480z?_pos=2&_sid=1514963ba&_ss=r,1499,,1679,1679,,1599,1599,,45,27,42,318,92.5,,,,
205010H,205010H,,PT22H,Power Trowels,https://mechmaxx.com/products/power-trowel-pt22h?_pos=1&_sid=281efbddb&_ss=r,1099,,1399,1399,,1399,1399,,35,26,29,181,,,,,
205010Z,205010Z,,PT22Z,Power Trowels,https://mechmaxx.com/products/power-trowel-pt22z?_pos=1&_sid=f922163f6&_ss=r,949,,1079,1079,,999,999,,35,26,29,180,,,,,
205011H,205011H,,PT36H,Power Trowels,https://mechmaxx.com/products/power-trowel-pt36h?_pos=1&_sid=e6105978d&_ss=r,1299,,1699,1699,,1699,1699,,40,40,29,291,92.5,,,,
205011Z,205011Z,,PT36Z,Power Trowels,https://mechmaxx.com/products/power-trowel-pt36z?_pos=1&_sid=ad3d1b15e&_ss=r,1159,,1199,1199,,1199,1199,,40,40,29,288,,,,,
205012H,205012H,,PT46H,Power Trowels,https://mechmaxx.com/products/power-trowel-pt46h?_pos=1&_sid=7b8235869&_ss=r,1799,,2399,2399,,2399,2399,,48,48,32,374,,,,,
205012Z,205012Z,,PT46Z,Power Trowels,https://mechmaxx.com/products/power-trowel-pt46z?_pos=1&_sid=e8282587e&_ss=r,1599,,1779,1779,,1699,1699,,48,48,34,389,100,,,,
300001,300001,,M10AC230,Air Compressors,https://mechmaxx.com/products/32cfm-industrial-rotary-screw-air-compressor-10hp-116psi-230v3phase?_pos=1&_sid=5cd66315c&_ss=r,2099,,2999,2999,,2999,2999,,41.3,29.5,37.4,473,70,118100,,,
300002,300002,,M15AC230,Air Compressors,https://mechmaxx.com/products/45cfm-industrial-rotary-screw-air-compressor-15hp-116psi-230v3phase?_pos=1&_sid=9df2e66ef&_ss=r,2799,,3999,3999,,3999,3999,,50,33.46,45.3,704,70,118100,,,
300003,300003,,M20AC230,Air Compressors,https://mechmaxx.com/products/78cfm-industrial-rotary-screw-air-compressor-20-hp-116-psi-230v-3-phase?_pos=1&_sid=0d1502cef&_ss=r,3099,,4499,4499,,4499,4499,,50,36,47,761,70,118100,,,
300004,300004,,M20AC460,Air Compressors,https://mechmaxx.com/products/78cfm-industrial-rotary-screw-air-compressor-20-hp-116-psi-460v-3-phase?_pos=1&_sid=5c1a75e17&_ss=r,3099,,4499,4499,,4499,4499,,50,36,47,761,70,118100,,,
300005,300005,,M30AC230,Air Compressors,https://mechmaxx.com/products/106cfm-industrial-rotary-screw-air-compressor-30hp-116psi-230v3phase?_pos=1&_sid=8d1cff93e&_ss=r,3999,,5599,5599,,5599,5599,,54,41,55,1091,70,118100,,,
300006,300006,,M30AC460,Air Compressors,https://mechmaxx.com/products/106cfm-industrial-rotary-screw-air-compressor-30hp-116psi-460v3phase?_pos=1&_sid=80eadca5f&_ss=r,3999,,5599,5599,,5599,5599,,54,41,55,1091,70,118100,,,
300007,300007,,M50AC230,Air Compressors,https://mechmaxx.com/products/220cfm-industrial-rotary-screw-air-compressor-50hp-116psi-230v-3phase?_pos=1&_sid=181bb016b&_ss=r,5299,,7299,7299,,7299,7299,,61,45,59,1532,70,118100,,,
300008,300008,,M50AC460,Air Compressors,https://mechmaxx.com/products/220cfm-industrial-rotary-screw-air-compressor-50hp-116psi-460v-3phase?_pos=1&_sid=cdfb7aa37&_ss=r,5299,,7299,7299,,7299,7299,,61,45,59,1532,70,118100,,,
300009,300009,,ML10,Air Compressors,https://mechmaxx.com/products/32cfm-industrial-rotary-screw-air-compressor-10hp-116psi-230v3p-with-62gal-tank-dryer?_pos=1&_sid=6b1228303&_ss=r,4799,,6599,6599,,6599,6599,,69,35,62,1047,85,,,,
300010,300010,,ML15,Air Compressors,https://mechmaxx.com/products/45cfm-industrial-rotary-screw-air-compressor-15hp-116psi-230v-3p-with-tank-dryer?_pos=1&_sid=6f6181809&_ss=r,5759,,7799,7799,,7799,7799,,76,38,74,1510,92.5,,,,
300011,300011,,ML20,Air Compressors,https://mechmaxx.com/products/78cfm-industrial-rotary-screw-air-compressor-20hp-116psi-230v3p-with-93gal-tank-dryer?_pos=1&_sid=c5ea35a20&_ss=r,6399,,8299,8299,,8299,8299,,76,38,74,1510,85,,,,
300012,300012,,M050AD115V,Air Dryers,https://mechmaxx.com/products/50cfm-refrigerated-air-dryer-1phase-115v-for-air-compressor?_pos=1&_sid=82ff03769&_ss=r,999,,1249,1249,,1249,1249,,22,37,35,198,85,,,,
300013,300013,,M100AD115V,Air Dryers,https://mechmaxx.com/products/100cfm-refrigerated-air-dryer-1phase-115v-for-air-compressor?_pos=1&_sid=f9310ca64&_ss=r,1199,,1599,1599,,1599,1599,,22,37,41,227,92.5,,,,
300014,300014,,M150AD115V,Air Dryers,https://mechmaxx.com/products/150cfm-refrigerated-air-dryer-1phase-115v-for-air-compressor?_pos=1&_sid=b00fde3a3&_ss=r,1499,,2149,2149,,2149,2149,,22,37,41,227,92.5,,,,
300015,300015,,M200AD115V,Air Dryers,https://mechmaxx.com/products/196cfm-refrigerated-air-dryer-1phase-115v-for-air-compressor?_pos=1&_sid=48eed24f2&_ss=r,1799,,2349,2349,,2349,2349,,26,39,45,306,92.5,,,,
300021,300021,,ML2046,Air Compressors,https://mechmaxx.com/products/20hp-combined-rotary-screw-air-compressor-with-dryer-105-gal-asme-tank-78-cfm-116-psi-460v-3-phase-industrial-grade?_pos=1&_sid=2e10062db&_ss=r,6399,,8299,8299,,8299,8299,,76,38,74,1510,85,118100,,,
301001,301001,,MD59A9,Tool Boxes,https://mechmaxx.com/products/heavy-duty-modular-ddrawer-cabinet-9-drawers59x28-1-2x28-1-2?_pos=1&_sid=03587f1cf&_ss=r,1699,,1999,1999,,1999,1999,,30,30,65,529,70,,,,
301002,301002,,MD59A10,Tool Boxes,https://mechmaxx.com/products/heavy-duty-modular-ddrawer-cabinet-10drawers28-5-x-28-5x-59?_pos=1&_sid=4f88bb351&_ss=r,1799,,2049,2049,,2049,2049,,30,30,65,543,70,,,,
301003,301003,,MD59A11,Tool Boxes,https://mechmaxx.com/products/heavy-duty-modular-ddrawer-cabinet-11drawers-59x28-5x28-5?_pos=1&_sid=5ac839c53&_ss=r,1799,,2099,2099,,2099,2099,,30,30,65,549,70,,,,
301004,301004,,MD59B9,Tool Boxes,https://mechmaxx.com/products/heavy-duty-modular-ddrawer-cabinet-9drawers-59x28-5x22-5?_pos=1&_sid=0ff8bfcf2&_ss=r,1399,,1699,1699,,1699,1699,,30,25,65,349,85,,,,
301005,301005,,MD59B10,Tool Boxes,https://mechmaxx.com/products/heavy-duty-modular-ddrawer-cabinet-10drawers-59x28-5x22-5?_pos=1&_sid=2919c4173&_ss=r,1499,,1799,1799,,1799,1799,,30,25,65,357,85,,,,
301006,301006,,MD59B11,Tool Boxes,https://mechmaxx.com/products/heavy-duty-modular-drawer-cabinet-11drawers-59x28-5x22-5?_pos=1&_sid=e0217d212&_ss=r,1499,,1849,1849,,1849,1849,,30,25,65,366,85,,,,
310001,310001,,ELT22,Lift Tables,https://mechmaxx.com/products/stationary-electric-hydraulic-lift-table-2200lb-capacity-platform-size51-2-x-32-3-height39-4?_pos=1&_sid=726dfbb67&_ss=r,1799,,2299,2299,,2299,2299,,53,33,13,529,55,114000,,,
310001B,310001B,,ELT22,Lift Tables,https://mechmaxx.com/products/2200lb-capacity-stationary-electric-hydraulic-lift-table-platform-elt22?_pos=1&_sid=3348ec5bd&_ss=r,1799,,2299,2299,,2299,2299,Sold Out,53,33,13,529,55,114000,,,
310001Y,310001Y,,ELT22,Lift Tables,https://mechmaxx.com/products/2200lb-capacity-stationary-electric-hydraulic-lift-table-elt22?_pos=1&_sid=34d8b1a2e&_ss=r,1799,,2299,2299,,2299,2299,,53,33,13,529,55,114000,,,
310002,310002,,ELT44,Lift Tables,https://mechmaxx.com/products/stationary-powered-hydraulic-lift-table-4400lb-capacity-platform-size51-2-x-33-5-height41-3?_pos=1&_sid=80d7c7b16&_ss=r,2099,,2599,2599,,2599,2599,,53,35,13,617,55,114000,,,
310002B,310002B,,ELT44,Lift Tables,https://mechmaxx.com/products/4400lbs-capacity-stationary-powered-hydraulic-lift-table-51-2-x-33-5-platform-41-3-lift-height-ul-certified-moto-elt44-1?_pos=1&_sid=f49770d5f&_ss=r,2099,,2599,2599,,2599,2599,,53,35,13,617,55,114000,,,
310002Y,310002Y,,ELT44,Lift Tables,https://mechmaxx.com/products/4400lbs-capacity-stationary-powered-hydraulic-lift-table-51-2-x-33-5-platform-41-3-lift-height-ul-certified-moto-elt44?_pos=1&_sid=5b4110727&_ss=r,2099,,2599,2599,,2599,2599,,53,35,13,617,55,114000,,,
310003,310003,,ELT88,Lift Tables,https://mechmaxx.com/products/stationary-powered-hydraulic-lift-table-8800lb-capacity-platform-size66-9-x-47-2-height43-3?_pos=1&_sid=e555cd34c&_ss=r,2599,,3399,3399,,3399,3399,Sold Out,68,48,16,1003,60,114000,,,
310004,310004,,ELTD22,Lift Tables,https://mechmaxx.com/products/stationary-electric-hydraulic-lift-table-2200lb-capacity-platform-size51-2-x-32-3-height70-1?_pos=1&_sid=8b4d4efbe&_ss=r,2099,,2599,2599,,2599,2599,,52,33,17,606,55,114000,,,
310004B,310004B,,ELTD22,Lift Tables,https://mechmaxx.com/products/2200-lbs-capacity-stationary-electric-hydraulic-double-scissor-lift-table-51-2-x-32-3-platform-70-1-lift-height-ul-certified-motor-eltd22?_pos=1&_sid=ae119ef8e&_ss=r,2099,,2599,2599,,2599,2599,,52,33,17,606,55,114000,,,
310004Y,310004Y,,ELTD22,Lift Tables,https://mechmaxx.com/products/2200-lbs-capacity-stationary-electric-hydraulic-double-scissor-lift-table-51-2-x-32-3-platform-70-1-lift-height-ul-certified-motor-eltd22-1?_pos=1&_sid=868bcbe14&_ss=r,2099,,2599,2599,,2599,2599,,52,33,17,606,55,114000,,,
310005,310005,,ELTD22L,Lift Tables,https://mechmaxx.com/products/stationary-powered-hydraulic-lift-table-2200lb-capacity-platform-size86-6-x-51-2-height94-5?_pos=1&_sid=90bc49512&_ss=r,3099,,3599,3599,,3599,3599,Pre-Order,87,52,20,1367,65,114000,,,
310006,310006,,ELTD44,Lift Tables,https://mechmaxx.com/products/stationary-electric-hydraulic-lift-table4400lb-capacity-platform-size51-2-x-33-5-height70-1?_pos=1&_sid=d8d8e6a5d&_ss=r,2299,,2899,2899,,2899,2899,,52,34,17,860,55,114000,,,
310007,310007,,ELTD44L,Lift Tables,https://mechmaxx.com/products/stationary-electric-hydraulic-lift-table-4400lb-capacity-platform-size63-x-39-4-height70-1?_pos=1&_sid=60d179713&_ss=r,2699,,3299,3299,,3299,3299,,64,40,19,948,60,114000,,,
310008,310008,,ELT33P,Lift Tables,https://mechmaxx.com/products/stationary-electric-hydraulic-lift-table-2200lb-capacity-platform-size108-3-x-31-5-height70-1?_pos=1&_sid=c8d8fbac8&_ss=r,3999,,4699,4699,,4699,4699,,109,32,8,1338,50,114000,,,
310009,310009,,ELT66P,Lift Tables,https://mechmaxx.com/products/stationary-electric-hydraulic-lift-table-6600lb-capacity-platform-size112-9-x-39-4-height34-3?_pos=1&_sid=165525585&_ss=r,4399,,5199,5199,,5199,5199,,113,40,9,1765,50,114000,,,
310010,310010,,TF22,Lift Tables,https://mechmaxx.com/products/mobile-scissor-lift-table-cart-2200lb-capacity-platform-size39-4-x-20-2-height39-4?_pos=1&_sid=5651335eb&_ss=r,849,,1029,1029,,949,949,,46,24,17,269,65,114000,,,
310011,310011,,TFD22,Lift Tables,https://mechmaxx.com/products/mobile-scissor-lift-table-cart-2200lb-capacity-platform-size47-2-x-24-height66-9?_pos=1&_sid=d62083f7e&_ss=r,1099,,1349,1349,,1349,1349,,55,24,20,573,55,114000,,,
320001,320001,,UC12,Ultrasonic Cleaners,https://mechmaxx.com/products/12gal-ultrasonic-cleaner-220v-1ph?_pos=1&_sid=ec690c1e9&_ss=r,1799,,2199,2199,,2199,2199,,37.4,27.6,31.3,247,85,,,,
320002,320002,,UC32,Ultrasonic Cleaners,https://mechmaxx.com/products/32gal-ultrasonic-cleaner-220v-3ph?_pos=1&_sid=b2638ecbf&_ss=r,3099,,3999,3999,,3999,3999,,49,31,34,364,85,,,,
320003,320003,,UC81A,Ultrasonic Cleaners,https://mechmaxx.com/products/81gal-ultrasonic-cleaner-with-automatic-oil-skimmer?_pos=1&_sid=ab488822a&_ss=r,6399,,8499,8499,,8499,8499,,62,53,43,783,100,,,,
320004,320004,,UC81B,Ultrasonic Cleaners,https://mechmaxx.com/products/81gal-ultrasonic-cleaner-220v-3ph?_pos=1&_sid=9ebdaaa2a&_ss=r,5799,,7499,7499,,7499,7499,,62,41,42,664,92.5,,,,
320005,320005,,UC110A,Ultrasonic Cleaners,https://mechmaxx.com/products/110gal-ultrasonic-cleaner-with-automatic-oil-skimmer-220v-3ph?_pos=1&_sid=5e029b438&_ss=r,7399,,9599,9599,,9599,9599,,69,53,44,959,92.5,,,,
320006,320006,,UC110B,Ultrasonic Cleaners,https://mechmaxx.com/products/110gal-ultrasonic-cleaner-220v-3ph?_pos=1&_sid=16a2ef726&_ss=r,6499,,8499,8499,,8499,8499,,69,43,44,816,92.5,,,,
